"","BB0","BB1","BB2","BB3","BB4","BB5","BB6","BB7","BI0","BI1","BI2","BI3","BI4","ZB2","ZB3"
"1",162,-8,-3,NA,-2616,NA,NA,NA,160,-2,63,-3633,NA,NA,NA
