"","BB0","BB1","BB2","BB3","BB4","BB5","BB6","BB7","BI0","BI1","BI2","BI3","BI4","ZB2","ZB3"
"1",1000,803,710,525,76,328,NA,NA,1022,840,709,308,NA,1100,902
