"","BB0","BB1","BB2","BB3","BB4","BB5","BB6","BB7","BI0","BI1","BI2","BI3","BI4","ZB2","ZB3"
"1",9900,9502,6581,NA,6428,5449,786,NA,33217,33065,6579,5875,-2438,NA,NA
