"","BB0","BB1","BB2","BB3","BB4","BB5","BB6","BB7","BI0","BI1","BI2","BI3","BI4","ZB2","ZB3"
"1",4825,4632,3192,3329,2835,3066,1928,NA,15188,14981,3190,143,NA,NA,NA
