"","BB0","BB1","BB2","BB3","BB4","BB5","BB6","BB7","BI0","BI1","BI2","BI3","BI4","ZB2","ZB3"
"1",5310,4411,5092,4915,4209,4027,1667,1498,9120,4643,8135,4310,1863,NA,NA
